conclusion,applicability,externalsources,appno,violation,languageisocode,originatingbody,itemid,importance,judgementdate,docname,ecli,scl,nonviolation,doctype,representedby,separateopinion,respondent,rulesofcourt,issue,referencedate,publishedby,doctypebranch,article,rank,extractedappno
Violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom to receive ideas;Freedom to receive information);Non-pecuniary damage - award (Article 41 - Non-pecuniary damage;Just satisfaction),,,53208/19,10;10-1,ENG,5,001-213581,3,16/11/2021 00:00:00,CASE OF MEHMET ÇİFTCİ v. TURKEY,ECLI:CE:ECHR:2021:1116JUD005320819,"Amuur v. France, 25 June 1996, § 50, Reports of Judgments and Decisions 1996-III;Bédat v. Switzerland [GC], no 56925/08, 29 March 2016;Golder v. the United Kingdom, 21 February 1975, § 34, Series A no 18;Gözel and Özer v. Turkey, nos. 43453/04 and 31098/05, § 51, 6 July 2010;Gürbüz and Bayar v. Turkey, no 8860/13, § 26, 23 July 2019;Iatridis v. Greece [GC], no 31107/96, § 58, ECHR 1999-II;Karácsony and Others v. Hungary [GC], nos. 42461/13 and 44357/13, § 156, ECHR 2016 (extracts);Klass and Others v. Germany, 6 September 1978, § 55, Series A no 28;Kula v. Turkey, no 20233/06, §§ 45 46, 19 June 2018;Malone v. the United Kingdom, 2 August 1984, § 67, Series A no 82;Mart and Others v. Turkey, no 57031/10, § 20, 19 March 2019;Mesut Yurtsever and Others v. Turkey, nos. 14946/08 and 11 others, §§ 101-102, 20 January 2015;Önal v. Turkey (no 2), no 44982/07, § 22, 2 July 2019;Ramazan Demir v. Turkey, no 68550/17, § 43, 9 February 2021;Tapkan and Others v. Turkey, no 66400/01, § 68, 20 September 2007;Yankov v. Bulgaria, no 39084/97, §§ 126 145, ECHR 2003 XII

",,HEJUD,TUNCER G.,TRUE,TUR,,,,,CHAMBER,10;10-1;10-2;41,4.799493,
Inadmissible,,,44360/17;56930/17;58573/17;80185/17;81443/17,,ENG,27,001-213588,4,,KHUDYAKOV AND OTHERS v. RUSSIA,ECLI:CE:ECHR:2021:1019DEC004436017,,,HEDEC,CHERNOV A. A. ; VASILYEV A. A. ; MAKARENKO R. A. ; SIROTKIN I. B. ; KHRUNOVA I. V.,,RUS,,,,,ADMISSIBILITYCOM,5;5-3;35,4.799493,44360/17;30210/96;543/03;23755/07;46404/13;78774/13;57319/10;20756/04;56930/17;58573/17;80185/17;81443/17
Struck out of the list,,,27309/16;38611/16;39683/16;39738/16;39744/16;39775/16;39945/16;40439/16;44821/16;45051/16;45160/16;51959/16;52196/16;52270/16;64659/16;33664/17;36789/17;45184/17;76392/17;76717/17,,ENG,28,001-213589,4,,MOLNÁR AND OTHERS v. ROMANIA,ECLI:CE:ECHR:2021:1021DEC002730916,,,HEDEC,PETER I. M. ; FLORESCU V. ; PETRUŢA L. ; MĂRGĂRIT I. ; GÂLIA M.,,ROU,,,,,ADMISSIBILITYCOM,3;39,4.799493,27309/16;38611/16;39683/16;39738/16;39744/16;39775/16;39945/16;40439/16;44821/16;45051/16;45160/16;51959/16;52196/16;52270/16;64659/16;33664/17;36789/17;45184/17;76392/17;76717/17
Struck out of the list,,,29082/16;31354/16;31503/16;39576/16;41315/16;41714/16;42288/16;61084/16;77939/16,,ENG,28,001-213590,4,,NICA AND OTHERS v. ROMANIA,ECLI:CE:ECHR:2021:1021DEC002908216,,,HEDEC,SATNOIANU T.-D. ; STAN L.-C. ,,ROU,,,,,ADMISSIBILITYCOM,3;37;37-1,4.799493,29082/16;26307/95;61467/12;18369/07;31354/16;31503/16;39576/16;41315/16;41714/16;42288/16;61084/16;77939/16
Struck out of the list,,,1949/17;2462/17;5311/17;7214/17;7541/17;7955/17;10078/17;12307/17;14269/17,,ENG,28,001-213591,4,,MAGHIAR AND OTHERS v. ROMANIA,ECLI:CE:ECHR:2021:1021DEC000194917,,,HEDEC,BIRO V. R. ; CRISTEA P. ; PETER I. M.,,ROU,,,,,ADMISSIBILITYCOM,3;39,4.799493,1949/17;2462/17;5311/17;7214/17;7541/17;7955/17;10078/17;12307/17;14269/17
Inadmissible,,,42879/14,,ENG,29,001-213594,4,,ONE TELECOMMUNICATIONS SERVICES DOOEL SKOPJE v. NORTH MACEDONIA,ECLI:CE:ECHR:2021:1014DEC004287914,,,HEDEC,CHAKAROVSKA-GROZDANOVSKA D.,,MKD,,,,,ADMISSIBILITYCOM,35;P1-1,4.799493,42879/14;1839/12;1809/13;3453/13;1428/11;432/15;49429/99;4437/03;13290/03;39794/98;44912/98;37685/10;22768/12
Struck out of the list,,,41449/16;43406/16,,ENG,29,001-213595,4,,BARBULOVSKI v. NORTH MACEDONIA,ECLI:CE:ECHR:2021:1021DEC004144916,,,HEDEC,,,MKD,,,,,ADMISSIBILITYCOM,37;37-1;P1-1,4.799493,41449/16;43406/16;26307/95;14460/16;18369/07
Violation of Article 6 - Right to a fair trial (Article 6 - Administrative proceedings;Article 6-1 - Fair hearing),,,36480/12,6;6-1,ENG,28,001-213596,4,16/11/2021 00:00:00,CASE OF KOLEV v. BULGARIA,ECLI:CE:ECHR:2021:1116JUD003648012,,,HEJUD,EKIMDZHIEV M. ; BONCHEVA K. ; STEFANOVA S.,FALSE,BGR,,,,,COMMITTEE,6;6-1,4.799493,
Inadmissible,,,52920/20,,ENG,29,001-213597,4,,GOLUBENKO v. UKRAINE,ECLI:CE:ECHR:2021:1021DEC005292020,,,HEDEC,KULBACH S. O.,,UKR,,,,,ADMISSIBILITYCOM,6;6-1;13;35,4.799493,52920/20;66561/01
Struck out of the list,,,9201/20,,ENG,29,001-213598,4,,LAPIKOV v. UKRAINE,ECLI:CE:ECHR:2021:1021DEC000920120,,,HEDEC,,,UKR,,,,,ADMISSIBILITYCOM,5;5-3;6;6-1;13;37;37-1,4.799493,9201/20
Struck out of the list,,,3407/20,,ENG,29,001-213599,4,,VLASYUK v. UKRAINE,ECLI:CE:ECHR:2021:1021DEC000340720,,,HEDEC,,,UKR,,,,,ADMISSIBILITYCOM,6;6-1;13;37;37-1,4.799493,3407/20
Struck out of the list,,,61593/19,,ENG,29,001-213600,4,,BARANOVSKYY v. UKRAINE,ECLI:CE:ECHR:2021:1021DEC006159319,,,HEDEC,LYPYAVKA I. O.,,UKR,,,,,ADMISSIBILITYCOM,6;6-1;37;37-1,4.799493,61593/19
Struck out of the list,,,84557/17,,ENG,29,001-213601,4,,SYTNEVSKYY v. UKRAINE,ECLI:CE:ECHR:2021:1021DEC008455717,,,HEDEC,KAPALKINA Y. O.,,UKR,,,,,ADMISSIBILITYCOM,3;37;37-1,4.799493,84557/17
Inadmissible,,,69776/17,,ENG,29,001-213602,4,,HI TECH CORPORATION DOO v. NORTH MACEDONIA,ECLI:CE:ECHR:2021:1014DEC006977617,,,HEDEC,SHUKALOVSKA F.,,MKD,,,,,ADMISSIBILITYCOM,35;P1-1,4.799493,69776/17;68039/14;69729/12;21151/04;73049/01;3991/03
Inadmissible,,,41790/16,,ENG,29,001-213604,4,,ERJUZ v. NORTH MACEDONIA,ECLI:CE:ECHR:2021:1014DEC004179016,,,HEDEC,RISTESKI S. ; POP-ANGELOV S.,,MKD,,,,,ADMISSIBILITYCOM,35;P1-1,4.799493,41790/16;8144/07;67644/12;42416/06
Struck out of the list,,,41448/16,,ENG,29,001-213605,4,,BOZHINOVSKA v. NORTH MACEDONIA,ECLI:CE:ECHR:2021:1021DEC004144816,,,HEDEC,,,MKD,,,,,ADMISSIBILITYCOM,39;P1-1,4.799493,41448/16
Struck out of the list,,,73944/14,,ENG,29,001-213606,4,,STESHENKO v. UKRAINE,ECLI:CE:ECHR:2021:1021DEC007394414,,,HEDEC,,,UKR,,,,,ADMISSIBILITYCOM,3;37;37-1,4.799493,73944/14
Struck out of the list,,,21324/13,,ENG,29,001-213607,4,,GURBANLI v. AZERBAIJAN,ECLI:CE:ECHR:2021:1021DEC002132413,,,HEDEC,MUSTAFAZADE R. ; MUSTAFAYEV A.,,AZE,,,,,ADMISSIBILITYCOM,6;6-1;6-3-c;39,4.799493,21324/13
Struck out of the list,,,47309/12,,ENG,29,001-213608,4,,VYSHNEVSKYY v. UKRAINE,ECLI:CE:ECHR:2021:1021DEC004730912,,,HEDEC,,,UKR,,,,,ADMISSIBILITYCOM,6;6-1;37;37-1,4.799493,47309/12
Struck out of the list,,,23692/17,,ENG,28,001-213609,4,,ZHIVKOV v. BULGARIA,ECLI:CE:ECHR:2021:1021DEC002369217,,,HEDEC,KIROVA M. H.,,BGR,,,,,ADMISSIBILITYCOM,3;37;37-1,4.799493,23692/17;26307/95;36925/10;15018/11;61199/12;18369/07
Struck out of the list,,,49259/18,,ENG,28,001-213618,4,,M.J. v. THE NETHERLANDS,ECLI:CE:ECHR:2021:1021DEC004925918,,,HEDEC,MULLER M.E.,,NLD,,,,,ADMISSIBILITYCOM,3;13;13+3;37;37-1,4.799493,49259/18;5140/06;24239/09;16177/14
Inadmissible,,,585/19,,ENG,28,001-213619,4,,NELISSEN v. THE NETHERLANDS,ECLI:CE:ECHR:2021:1019DEC000058519,,,HEDEC,VAN BERGE HENEGOUWEN S.,,NLD,,,,,ADMISSIBILITYCOM,6;6-1;13;35,4.799493,585/19;1994/95;37164/17;15909/13;12810/13;25551/05;16593/10;34784/02
Inadmissible,,,46160/19,,ENG,28,001-213620,4,,BUȘ v. ROMANIA,ECLI:CE:ECHR:2021:1019DEC004616019,,,HEDEC,SORICA T.,,ROU,,,,,ADMISSIBILITYCOM,8;8-1;8-2;35,4.799493,46160/19;30305/16;49933/20;37685/10;22768/12;10161/13;36216/13;67304/12
Struck out of the list,,,25744/16;41371/16;41422/16;43193/16;36514/18;50042/18;2365/19;5927/19;28344/19;33641/19;61924/19;7595/20,,ENG,28,001-213621,4,,NIȚĂ AND OTHERS v. ROMANIA,ECLI:CE:ECHR:2021:1021DEC002574416,,,HEDEC,CHIRIAC O.,,ROU,,,,,ADMISSIBILITYCOM,3;37;37-1,4.799493,25744/16;41371/16;41422/16;43193/16;36514/18;50042/18;2365/19;5927/19;28344/19;33641/19;61924/19;7595/20
Struck out of the list,,,35965/16;38552/16;39829/16;42989/16;49492/16,,ENG,28,001-213622,4,,GEORGESCU AND OTHERS v. ROMANIA,ECLI:CE:ECHR:2021:1021DEC003596516,,,HEDEC,PETER I. M.,,ROU,,,,,ADMISSIBILITYCOM,3;39,4.799493,35965/16;38552/16;39829/16;42989/16;49492/16
Struck out of the list,,,37086/16;65495/16;73516/16,,ENG,28,001-213623,4,,ETROPOLSKI AND OTHERS v. BULGARIA,ECLI:CE:ECHR:2021:1021DEC003708616,,,HEDEC,STOYANOV V.,,BGR,,,,,ADMISSIBILITYCOM,3;39,4.799493,37086/16;65495/16;73516/16
Struck out of the list,,,11622/20;11626/20;11660/20;11933/20;11985/20;11992/20;11994/20;11995/20;11999/20;12188/20;12192/20;12196/20;12197/20;18476/20;18482/20;21102/20,,ENG,26,001-213624,4,,TRIČKOVIĆ AND OTHERS v. SERBIA,ECLI:CE:ECHR:2021:1021DEC001162220,,,HEDEC,TASIC V.,,SRB,,,,,ADMISSIBILITYCOM,6;6-1;39;P1-1,4.799493,11622/20;11626/20;11660/20;11933/20;11985/20;11992/20;11994/20;11995/20;11999/20;12188/20;12192/20;12196/20;12197/20;18476/20;18482/20;21102/20
Struck out of the list,,,38067/20;38084/20;38088/20;38110/20;38125/20;38145/20;38189/20;38274/20;38318/20;38330/20;38343/20;38348/20,,ENG,26,001-213625,4,,STOJILKOVIĆ AND OTHERS v. SERBIA,ECLI:CE:ECHR:2021:1021DEC003806720,,,HEDEC,ALEKSIC S.,,SRB,,,,,ADMISSIBILITYCOM,6;6-1;39;P1-1,4.799493,38067/20;38084/20;38088/20;38110/20;38125/20;38145/20;38189/20;38274/20;38318/20;38330/20;38343/20;38348/20
Struck out of the list,,,22108/21;22120/21;22134/21;22162/21;22169/21;22171/21;22176/21;22179/21;22186/21,,ENG,26,001-213626,4,,MATIĆ AND OTHERS v. SERBIA,ECLI:CE:ECHR:2021:1021DEC002210821,,,HEDEC,ZEKOVIC M.,,SRB,,,,,ADMISSIBILITYCOM,6;6-1;39;P1-1,4.799493,22108/21;22120/21;22134/21;22162/21;22169/21;22171/21;22176/21;22179/21;22186/21
Inadmissible,,,44885/06,,ENG,27,001-213627,4,,RYAZANOV v. RUSSIA,ECLI:CE:ECHR:2021:1019DEC004488506,,,HEDEC,AGRANOVSKIY D. V.,,RUS,,,,,ADMISSIBILITYCOM,3;5;5-3;6;6-1;6-2;8;13;35;P1-1,4.799493,44885/06;1750/03;34636/09;13074/07;29462/95;21566/13;13167/02;73999/14;46404/13;57319/10;39682/09;3343/06;13128/06
Struck out of the list,,,55155/09,,ENG,27,001-213628,4,,SUKHIN AND OTHERS v. RUSSIA,ECLI:CE:ECHR:2021:1021DEC005515509,,,HEDEC,,,RUS,,,,,ADMISSIBILITYCOM,10;10-1;37;37-1,4.799493,55155/09
Inadmissible,,,40075/14,,ENG,27,001-213629,4,,MOROZOV v. RUSSIA,ECLI:CE:ECHR:2021:1019DEC004007514,,,HEDEC,AVETISYAN G.,,RUS,,,,,ADMISSIBILITYCOM,8;8-1;8-2;14;14+8;35,4.799493,40075/14;2643/09;14305/17;552/10;61960/08;19424/07
Inadmissible,,,35244/15,,ENG,27,001-213630,4,,SPEER v. GERMANY,ECLI:CE:ECHR:2021:1012DEC003524415,,,HEDEC,EISENBERG J.,,DEU,,,,,ADMISSIBILITYCOM,8;8-1;8-2;10;35,4.799493,35244/15;3209/14;39954/08;40660/08;60641/08;40454/07;73579/10;62202/00;72562/10;281/15;34445/15
No violation of Article 6 - Right to a fair trial (Article 6-2 - Presumption of innocence);No violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression),,,27801/12,,ENG,4,001-213631,3,18/11/2021 00:00:00,CASE OF MARINONI v. ITALY,ECLI:CE:ECHR:2021:1118JUD002780112,"Akay v. Turkey (dec.), no 34501/97, 19 February 2002;Allen v. the United Kingdom [GC], no 25424/09, ECHR 2013;Allenet de Ribemont v. France, 10 February 1995, Series A no 308;Al-Skeini and Others v.  the United Kingdom [GC], no 55721/07, § 162, ECHR 2011;Annen v. Germany (no 6), no 73779/11, § 29, 18 October 2018;Baars v. the Netherlands, no 44320/98, § 26, 28 October 2003;Barberà, Messegué and Jabardo v. Spain, 6 December 1988, § 77, Series A no 146;Bikas v. Germany, no 76607/13, § 47, 25 January 2018;Böhmer v. Germany, no 37568/97, § 54, 3 October 2002;Carmel Saliba v. Malta, no 24221/13, 29 November 2016;Chauvy and Others v. France, no 64915/01, ECHR 2004 VI;Cleve v. Germany, no 48144/09, 15 January 2015;Di Martino and Molinari v. Italy, nos. 15931/15 and 16459/15, § 39, 25 March 2021;Dilipak and Karakaya v. Turkey, no 7942/05 and 24838/05, § 80, 4 March 2014;Dmitriyevskiy v. Russia, no 42168/06, § 106, 3 October 2017;Dombo Beheer B.V. v. the Netherlands, 27 October 1993, §§ 32-33, Series A no 274;Englert v. Germany, 25 August 1987, Series A no 123;Fatullayev v. Azerbaijan, no 40984/07, § 87, 22 April 2010;Fleischner v. Germany, no 61985/12, 3 October 2019;G.C.P. v. Romania, no 20899/03, § 46, 20 December 2011;García Ruiz v. Spain [GC], no 30544/96, § 26, ECHR 1999 I;Heaney and McGuinness v. Ireland, no 34720/97, § 40, ECHR 2000‑XII;Ilias Papageorgiou v. Greece, no 44101/13, 10 December 2020;Khadija Ismayilova v. Azerbaijan (no 3), no 35283/14, § 58, 7 May 2020;Lagardère v. France, no 18851/07, § 87, 12 April 2012;Leempoel & S.A. ED. Ciné Revue v. Belgium, no 64772/01, §§ 72, 73 and 77, 9 November 2006;Medžlis Islamske Zajednice Brčko and Others v. Bosnia and Herzegovina [GC], no 17224/11, §§ 75-77, 27 June 2017;Minelli v. Switzerland, 25 March 1983, § 37, Series A no 62;Nešťák v. Slovakia, no 65559/01, § 88, 27 February 2007;Pasquini v. San Marino (no 2), no 23349/17, 20 October 2020;Perinçek v. Switzerland [GC], no 27510/08, §§ 213-220 and 241, ECHR 2015 (extracts);Petrenco v. Moldova, no 20928/05, § 65, 30 March 2010;Petyo Petkov v. Bulgaria, no 32130/03, § 90, 7 January 2010;Radio France and Others v. France, no 53984/00, § 24, ECHR 2004‑II;Salabiaku v. France, 7 October 1988, § 28, Series A no 141‑A;Saunders v. the United Kingdom, 17 December 1996, § 68, Reports of Judgments and Decisions 1996‑VI;Sekanina v. Austria, 25 August 1993, § 30, Series A no 266 A;Soering v. the United Kingdom, 7 July 1989, § 87, Series A no 161;Taliadorou and Stylianou v. Cyprus, nos. 39627/05 and 39631/05, §§ 27 and 56-59, 16 October 2008;Telfner v. Austria, no 33501/96, § 15, 20 March 2001;Von Hannover v. Germany (no 2) [GC], nos. 40660/08 and 60641/08, § 107, ECHR 2012;Zollman v. the United Kingdom (dec.), no 62902/00, ECHR 2003‑XII",6;6-2;10;10-1,HEJUD,ANGARANO M.,TRUE,ITA,,,,,CHAMBER,6;6-2;10;10-1;10-2,4.799493,
Inadmissible,,,4861/17,,ENG,27,001-213655,4,,HEDAYATZADEH ROUDSARI v. GERMANY,ECLI:CE:ECHR:2021:1012DEC000486117,,,HEDEC,WACHTLER H.,,DEU,,,,,ADMISSIBILITYCOM,11;11-1;11-2;35,4.799493,4861/17;2815/15;1090/06;54228/18;74768/10
Inadmissible,,,59944/17,,ENG,27,001-213659,4,,RYLEYEVA v. RUSSIA,ECLI:CE:ECHR:2021:1019DEC005994417,,,HEDEC,KHRUNOVA I.,,RUS,,,,,ADMISSIBILITYCOM,5;5-3;35,4.799493,59944/17;17153/11;20571/04;34706/04
Inadmissible,,,15258/18,,ENG,27,001-213661,4,,BOCHAROV v. RUSSIA,ECLI:CE:ECHR:2021:1019DEC001525818,,,HEDEC,SHOLOKHOV I. N.,,RUS,,,,,ADMISSIBILITYCOM,3;6;13;35,4.799493,15258/18;75022/01;27715/95;30209/96;44568/98;23380/09;29462/95;34238/09;19867/12
Inadmissible,,,5248/19,,ENG,27,001-213662,4,,ARES CHOFER CANARIAS S.L.U. v. SPAIN,ECLI:CE:ECHR:2021:1012DEC000524819,,,HEDEC,IRURZUN MONTORO F. ; GARCIA TAPIA GONZALES CAMINO R.,,ESP,,,,,ADMISSIBILITYCOM,6;6-1;35,4.799493,5248/19;40160/12
Struck out of the list,,,6851/19,,ENG,27,001-213663,4,,PARUSHENKOV v. RUSSIA,ECLI:CE:ECHR:2021:1021DEC000685119,,,HEDEC,BELINSKAYA M. A.,,RUS,,,,,ADMISSIBILITYCOM,3;6;6-1;6-2;6-3-b;6-3-c;13;37;37-1,4.799493,6851/19
Struck out of the list,,,21061/19,,ENG,27,001-213664,4,,DUKH v. RUSSIA,ECLI:CE:ECHR:2021:1021DEC002106119,,,HEDEC,,,RUS,,,,,ADMISSIBILITYCOM,3;37;37-1,4.799493,21061/19
Inadmissible,,,72665/16;46889/18,,ENG,27,001-213666,4,,PANKOV AND GRIGORYEV v. RUSSIA,ECLI:CE:ECHR:2021:1019DEC007266516,,,HEDEC,YEFREMOVA Y. V. ; SOMMER U. ; SHOLOKHOV I. N.,,RUS,,,,,ADMISSIBILITYCOM,3;13;35,4.799493,72665/16;46889/18;46956/09;13642/06;6824/04;23380/09;21062/07;34636/09;1750/03
Inadmissible,,,6107/17;73808/17,,ENG,27,001-213667,4,,GARCÍA ESPINAR v. SPAIN,ECLI:CE:ECHR:2021:1012DEC000610717,,,HEDEC,,,ESP,,,,,ADMISSIBILITYCOM,6;6-1;35,4.799493,6107/17;73808/17;22251/08;30544/96;32190/96;40160/12
Partly struck out of the list;Partly inadmissible,,,35674/17;57924/17;77966/17;79884/17;80789/17,,ENG,27,001-213672,4,,KAPLIN AND OTHERS v. RUSSIA,ECLI:CE:ECHR:2021:1021DEC003567417,,,HEDEC,,,RUS,,,,,ADMISSIBILITYCOM,3;13;35;39,4.799493,35674/17;77966/17;57924/17;79884/17;80789/17
Inadmissible,,,60456/12,,ENG,28,001-213673,4,,MANUKYAN v. ARMENIA,ECLI:CE:ECHR:2021:1019DEC006045612,,,HEDEC,GHAZARYAN A. ; BAGHDASARYAN M.,,ARM,,,,,ADMISSIBILITYCOM,35;P1-1,4.799493,60456/12;44302/02;44912/98;73578/01;40057/98;54891/00;37685/10;22768/12
Inadmissible,,,20097/15,,ENG,28,001-213674,4,,LAZĂR v. ROMANIA,ECLI:CE:ECHR:2021:1019DEC002009715,,,HEDEC,PATRICHE R.-G.,,ROU,,,,,ADMISSIBILITYCOM,6;6-1;8;8-1;8-2;35,4.799493,20097/15;12547/06;76943/11;26111/02;26083/94;42219/07;17153/11
Inadmissible,,,48419/15,,ENG,28,001-213675,4,,ARHIRE v. ROMANIA,ECLI:CE:ECHR:2021:1021DEC004841915,,,HEDEC,,,ROU,,,,,ADMISSIBILITYCOM,3;35,4.799493,48419/15;14094/15
Struck out of the list,,,17405/17,,ENG,28,001-213677,4,,KUNZE v. ROMANIA,ECLI:CE:ECHR:2021:1021DEC001740517,,,HEDEC,,,ROU,,,,,ADMISSIBILITYCOM,3;37;37-1;P1-3,4.799493,17405/17
Inadmissible,,,59258/18,,ENG,27,001-213678,4,,JÓN INGI GÍSLASON v. ICELAND,ECLI:CE:ECHR:2021:1012DEC005925818,,,HEDEC,HALL R. H.,,ISL,,,,,ADMISSIBILITYCOM,35;P7-4,4.799493,59258/18;22007/11;72098/14;14939/03
Partly struck out of the list;Partly inadmissible,,,20486/16;21874/18,,ENG,27,001-213679,4,,STEINÞÓR GUNNARSSON v. ICELAND,ECLI:CE:ECHR:2021:1012DEC002048616,,,HEDEC,PETURSSON R.,,ISL,,,,,ADMISSIBILITYCOM,6;6-1;35;37;37-1,4.799493,20486/16;21874/18;41382/17;26307/95;11602/02;28953/03;36292/14;38797/17;19867/12;18369/07;58590/11;36658/05;25444/94;36009/97
Partly struck out of the list;Partly inadmissible,,,42672/16;34850/17,,ENG,27,001-213680,4,,SINDRI SVEINSSON v. ICELAND,ECLI:CE:ECHR:2021:1012DEC004267216,,,HEDEC,PETURSSON R.,,ISL,,,,,ADMISSIBILITYCOM,6;6-1;7;35;37;37-1,4.799493,42672/16;34850/17;41382/17;26307/95;11602/02;28953/03;36292/14;38797/17;19867/12;18369/07;36376/04;50425/06;11082/06;13772/05
Violation of Article 6 - Right to a fair trial (Article 6 - Civil proceedings;Article 6-1 - Fair hearing),,,2836/10,6;6-1,ENG,29,001-213700,4,25/11/2021 00:00:00,"CASE OF TSENTR ""UKRASA"" v. UKRAINE",ECLI:CE:ECHR:2021:1125JUD000283610,,,HEJUD,VOLOSHYN L.S.,FALSE,UKR,,,,,COMMITTEE,6;6-1,4.799493,2836/10;414/07;11/74;75788/01;28342/95;52854/99;47797/99;68698/01;42009/10;30942/04;76618/16
Violation of Article 1 of Protocol No. 1 - Protection of property (Article 1 para. 1 of Protocol No. 1 - Peaceful enjoyment of possessions),,,29385/11;19372/12;29533/13;73699/13,P1-1;P1-1-1,ENG,29,001-213701,4,25/11/2021 00:00:00,CASE OF EKA MIKELADZE AND OTHERS v. GEORGIA,ECLI:CE:ECHR:2021:1125JUD002938511,,,HEJUD,JAPARIDZE D. ; KATAMADZE T. ; SHANTADZE S.,FALSE,GEO,,,,,COMMITTEE,P1-1;P1-1-1,4.799493,29385/11;19372/12;29533/13;73699/13;18768/05;17153/11;38639/14;41248/06;25774/05;24952/94;17483/10;24014/07;67857/11;7220/11;31315/12;16483/12;71243/01;35014/97;28342/95;33202/96;29979/04;36548/97;55555/08;69735/11;10373/05;33955/08;30635/09;18156/05;22398/10;31102/06;32457/05;20578/08;73699/12;9154/10;25601/12;33468/03;33751/05
Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect);Violation of Article 3 - Prohibition of torture (Article 3 - Effective investigation) (Procedural aspect);Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention);Violation of Article 5 - Right to liberty and security (Article 5-3 - Length of pre-trial detention);Violation of Article 6 - Right to a fair trial (Article 6 - Criminal proceedings;Article 6-1 - Reasonable time),,,37650/13;55971/13,3;5;5-1;5-3;6;6-1,ENG,29,001-213702,4,25/11/2021 00:00:00,CASE OF SEVASTYANOV v. UKRAINE,ECLI:CE:ECHR:2021:1125JUD003765013,,,HEJUD,N/A,FALSE,UKR,,,,,COMMITTEE,3;5;5-1;5-3;6;6-1,4.799493,37650/13;55971/13;23893/03;37794/14;23380/09;10493/12;10397/10;74820/10;11778/05;33627/06;34199/09;25725/02;23755/07;40107/02;40583/15;25444/94;30979/96;66561/01
No violation of Article 2 of Protocol No. 4 - Freedom of movement-{general} (Article 2 para. 1 of Protocol No. 4 - Freedom of movement) (the Republic of Moldova);Violation of Article 2 of Protocol No. 4 - Freedom of movement-{general} (Article 2 para. 1 of Protocol No. 4 - Freedom of movement) (Russia);No violation of Article 13+P4-2 - Right to an effective remedy (Article 13 - Effective remedy) (Article 2 of Protocol No. 4 - Freedom of movement-{general}) (the Republic of Moldova);Violation of Article 13+P4-2 - Right to an effective remedy (Article 13 - Effective remedy) (Article 2 of Protocol No. 4 - Freedom of movement-{general}) (Russia),,,48020/12,13;13+P4-2;P4-2;P4-2-1,ENG,26,001-213706,4,30/11/2021 00:00:00,CASE OF GOLUB v. THE REPUBLIC OF MOLDOVA AND RUSSIA,ECLI:CE:ECHR:2021:1130JUD004802012,,13;13+P4-2;P4-2;P4-2-1,HEJUD,POSTICĂ A.,FALSE,MDA;RUS,,,,,COMMITTEE,13;13+P4-2;P4-2;P4-2-1,4.799493,48020/12;48787/99;11138/10;43370/04;42224/11;23687/05;22200/10;30003/04;73316/01;37452/02;51637/12;31950/06;67724/09;74433/11;47287/15;37680/97;43395/09;27396/06;56402/12;23755/07;48420/10;5871/07;33592/96;28975/05;41660/10;4663/05;1089/09;50157/06
No violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect) (the Republic of Moldova);Violation of Article 3 - Prohibition of torture (Article 3 - Degrading treatment;Inhuman treatment) (Substantive aspect) (Russia);No violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention) (the Republic of Moldova);Violation of Article 5 - Right to liberty and security (Article 5-1 - Lawful arrest or detention) (Russia);No violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression) (the Republic of Moldova);Violation of Article 10 - Freedom of expression-{general} (Article 10-1 - Freedom of expression) (Russia);No violation of Article 13 - Right to an effective remedy (Article 13 - Effective remedy) (the Republic of Moldova);Violation of Article 13 - Right to an effective remedy (Article 13 - Effective remedy) (Russia),,,5216/13,3;5;5-1;10;10-1;13,ENG,26,001-213707,4,30/11/2021 00:00:00,CASE OF COLIBAN v. THE REPUBLIC OF MOLDOVA AND RUSSIA,ECLI:CE:ECHR:2021:1130JUD000521613,,3;5;5-1;10;10-1;13,HEJUD,POSTICĂ A.,FALSE,MDA;RUS,,,,,COMMITTEE,3;5;5-1;10;10-1;13,4.799493,5216/13;48787/99;11138/10;43370/04;42224/11;23687/05;13463/07;1089/09;42750/09;48108/07;50157/06
Violation of Article 8 - Right to respect for private and family life (Article 8-1 - Respect for private life),,,43529/13,8;8-1,ENG,26,001-213708,4,30/11/2021 00:00:00,CASE OF X v. THE REPUBLIC OF MOLDOVA,ECLI:CE:ECHR:2021:1130JUD004352913,,,HEJUD,ȚURCAN V.,FALSE,MDA,,,,,COMMITTEE,8;8-1,4.799493,43529/13;27798/95;28341/95;62332/00;22427/04;24029/07;34148/07
